x,y
0.2673052401566949,1.4549721748457585
0.12309869609970736,1.3523161045621293
2.27734427101938,3.5992189450494028
1.3190452652030422,0.886968131452615
3.2548815790303642,0.7217562694287536
1.5243681252434236,0.9881347493297414
1.9500553169687551,0.9079995078666032
1.467933467462645,0.5152934052628391
3.707555486955088,1.3293348192497003
0.9635390979298637,1.076413360623886
0.14605116770647308,2.931774546550987
2.3951114570157745,1.1204253535022302
1.9775970511493735,3.773213817520035
3.2886799666976345,3.289885026511402
0.11261970636359031,1.140148485281892
2.069958715946867,3.6670286650432913
